SEQUENCIA,NU_INSCRICAO,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,IN_TREINEIRO,TP_SEXO,TP_NACIONALIDADE,TP_ESCOLA,TP_ENSINO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,Q024,Q025
2248,190001420147,São Sebastião,17,1,3,0,F,1,2,1,0,27020320,São Sebastião,AL,Arapiraca,AL,"480,7",574,520,"568,7",720,"572,68",A,B
2249,190001420150,Feira Grande,18,1,3,0,F,1,2,1,1,27018350,Feira Grande,AL,Arapiraca,AL,"487,7","445,2","366,7","393,7",300,"398,66",A,B
2250,190001420152,Maceió,17,1,1,0,M,1,3,1,1,27215512,Maceió,AL,Maceió,AL,"623,3","635,7","613,1","696,5",940,"701,72",A,B
2251,190001420154,Maceió,21,1,3,0,F,1,2,1,1,27047245,Maceió,AL,Maceió,AL,"449,5","510,1","534,6","448,8",500,"488,6",B,B
2252,190001420155,Maceió,17,1,3,0,M,1,2,1,0,27036421,Maceió,AL,Maceió,AL,"359,4","507,4","493,3","528,8",680,"513,78",A,B
2253,190001420161,Taquarana,17,1,3,0,F,1,2,1,0,27020819,Taquarana,AL,Palmeira dos Índios,AL,482,"587,8","564,8","399,2",940,"594,76",A,B
2254,190001420164,Arapiraca,18,1,3,0,M,1,2,1,0,27016412,Arapiraca,AL,Arapiraca,AL,439,"514,8","469,3","517,5",540,"496,12",A,A
2255,190001420165,Rio Largo,17,1,3,0,M,1,2,1,1,27040755,Rio Largo,AL,Maceió,AL,"415,1","489,9","457,2",443,320,"425,04",A,B
2256,190001420178,Tanque d'Arca,17,1,3,0,M,1,2,1,0,27015920,Tanque d'Arca,AL,Maceió,AL,"421,6","439,9","505,9",468,580,"483,08",A,A
2257,190001420182,Maceió,18,1,3,0,M,1,3,1,0,27342018,Maceió,AL,Maceió,AL,"547,7","615,4","533,6","605,3",660,"592,4",A,B
2258,190001420191,Ibateguara,20,1,2,0,F,1,2,1,0,27022838,Ibateguara,AL,União dos Palmares,AL,"389,9","523,7","438,4","400,7",620,"474,54",A,A
2259,190001420193,Maribondo,19,1,2,0,M,1,2,1,0,27013405,Maribondo,AL,Boca da Mata,AL,"378,2","516,4","509,6","416,7",700,"504,18",A,B
2260,190001420200,Japaratinga,16,0,1,0,F,1,2,1,1,27032280,Japaratinga,AL,Porto Calvo,AL,"479,2","475,2","502,8","359,3",560,"475,3",A,B
2261,190001420211,Pão de Açúcar,17,1,2,0,M,1,2,1,0,27005984,Pão de Açúcar,AL,Olho d'Água das Flores,AL,"519,4","538,3","556,2",678,640,"586,38",B,B
2262,190001420217,Maceió,19,1,2,0,M,2,2,1,0,27035875,Maceió,AL,Maceió,AL,"538,5","526,4","533,9","439,2",680,"543,6",A,A
2263,190001420218,Palmeira dos Índios,19,1,3,0,F,1,2,1,1,27014010,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"454,7","446,5","509,1","419,6",660,"497,98",A,B
2264,190001420236,Maceió,17,1,3,0,F,1,3,1,1,27320022,Maceió,AL,Maceió,AL,"359,1","542,4","540,1","543,9",600,"517,1",B,B
2265,190001420239,Maceió,17,1,1,0,M,1,3,1,0,27225909,Maceió,AL,Maceió,AL,"613,5","603,3","589,9","772,8",660,"647,9",B,B
2266,190001420240,Boca da Mata,18,1,3,0,F,1,2,1,0,27219640,Marechal Deodoro,AL,Boca da Mata,AL,"544,8",564,"598,7","441,7",660,"561,84",A,B
2267,190001420241,Satuba,17,1,3,0,F,1,2,1,1,27226174,Rio Largo,AL,Rio Largo,AL,"423,2",520,520,"456,6",700,"523,96",A,A
2268,190001420246,Teotônio Vilela,16,1,3,0,F,1,2,1,0,27044211,Teotônio Vilela,AL,Teotônio Vilela,AL,458,"450,4","494,1","529,5",520,"490,4",A,B
2269,190001420254,São José da Tapera,18,1,3,0,M,1,2,1,0,27008452,São José da Tapera,AL,São José da Tapera,AL,"416,5","533,4","577,3","442,3",0,"393,9",A,B
2270,190001420259,Pão de Açúcar,18,1,1,0,M,1,2,1,0,27005984,Pão de Açúcar,AL,Olho d'Água das Flores,AL,"398,5","405,3","354,5","402,9",240,"360,24",A,B
2271,190001420261,Delmiro Gouveia,18,1,3,0,F,1,2,1,0,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"441,8","468,9","475,9","393,8",640,"484,08",B,B
2272,190001420286,Maceió,18,1,2,0,M,1,2,1,0,27226930,Maceió,AL,Maceió,AL,"468,8","466,2","372,6","437,2",320,"412,96",A,A
2273,190001420289,Passo de Camaragibe,18,1,3,0,F,1,2,1,1,27033210,Passo de Camaragibe,AL,São Luís do Quitunde,AL,"348,4","453,9","351,7","527,8",500,"436,36",A,A
2274,190001420298,Maceió,18,1,2,0,M,1,3,1,0,27317030,Maceió,AL,Maceió,AL,"545,5","573,5","529,2","654,9",800,"620,62",B,B
2275,190001420306,Marechal Deodoro,17,1,3,0,M,1,2,1,0,27037223,Maceió,AL,Marechal Deodoro,AL,"629,5",600,"585,2","770,9",680,"653,12",B,B
2276,190001420312,Maceió,18,1,4,0,F,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"406,7","434,3","422,2","403,9",560,"445,42",A,B
2277,190001420314,Maceió,18,1,1,0,F,1,3,1,0,27036510,Maceió,AL,Maceió,AL,"536,2","579,8","555,9","599,9",300,"514,36",C,B
2278,190001420317,Maceió,17,1,3,0,F,1,3,1,0,27223361,Maceió,AL,Maceió,AL,"555,5","575,1","601,5","617,8",940,"657,98",B,B
2279,190001420320,Satuba,17,1,3,0,F,1,2,1,0,27226174,Rio Largo,AL,Maceió,AL,"559,2","645,3","615,1","447,4",720,"597,4",B,B
2280,190001420323,Maceió,18,0,0,0,F,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"386,7","514,4","563,3","547,2",580,"518,32",B,B
2281,190001420324,Maceió,18,1,3,0,F,1,2,1,0,27226689,Maceió,AL,Maceió,AL,"559,1","604,2","608,3","409,5",840,"604,22",D,B
2282,190001420331,Coité do Nóia,18,1,3,0,F,1,2,1,0,27017702,Coité do Nóia,AL,Igaci,AL,"443,3","366,4","404,9","453,3",460,"425,58",A,B
2283,190001420334,Coruripe,18,1,3,0,M,1,2,1,0,27042251,Coruripe,AL,Coruripe,AL,"513,4","539,5","488,5","515,5",540,"519,38",A,B
2284,190001420339,Maceió,18,1,3,0,F,1,2,1,0,27036553,Maceió,AL,Maceió,AL,"385,1","522,4","532,8","522,4",680,"528,54",B,B
2285,190001420340,Maceió,18,1,2,0,F,1,2,1,1,27037223,Maceió,AL,Maceió,AL,"486,7","512,8","525,9",416,580,"504,28",A,B
2286,190001420346,Maceió,17,1,3,0,M,1,3,1,0,27047970,Maceió,AL,Maceió,AL,"511,5","577,9","524,4","548,6",620,"556,48",A,A
2287,190001420347,Maceió,19,1,1,0,M,1,2,1,0,27034836,Maceió,AL,Maceió,AL,454,"471,1","523,2","407,6",540,"479,18",B,B
2288,190001420351,Cacimbinhas,18,1,3,0,F,1,2,1,1,27012115,Cacimbinhas,AL,Palmeira dos Índios,AL,"458,8",512,"512,5",400,440,"464,66",A,A
2289,190001420357,Junqueiro,17,1,1,0,F,1,2,1,0,27043436,Junqueiro,AL,Teotônio Vilela,AL,"446,5","519,6","557,6","503,3",880,"581,4",B,B
2290,190001420361,Delmiro Gouveia,16,1,3,0,F,1,2,1,0,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,526,"515,8","525,4","607,1",700,"574,86",B,B
2291,190001420368,Lagoa da Canoa,16,1,3,0,F,1,2,1,1,27019608,Lagoa da Canoa,AL,Arapiraca,AL,466,"535,9","567,4","606,1",880,"611,08",A,A
2292,190001420374,Delmiro Gouveia,18,0,3,0,F,1,2,1,1,27003515,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"452,1","518,1","588,2","448,2",540,"509,32",A,B
2293,190001420376,Maceió,18,1,3,0,F,1,2,1,1,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"474,5","483,5","513,1","416,6",580,"493,54",A,B
2294,190001420384,Inhapi,17,1,4,0,F,1,2,1,0,27001407,Inhapi,AL,Delmiro Gouveia,AL,"453,8","510,4","541,4","590,3",580,"535,18",A,B
2295,190001420385,Maceió,17,1,3,0,F,1,3,1,1,27215032,Maceió,AL,Maceió,AL,"445,8","414,3","503,1","416,8",660,488,B,B
2296,190001420397,Maceió,18,1,4,0,F,1,2,1,1,27038564,Maceió,AL,Maceió,AL,"438,5","501,9","564,6","554,2",580,"527,84",B,B
2297,190001420407,Batalha,17,1,1,0,M,1,2,1,1,27226131,Batalha,AL,Batalha,AL,"410,2","376,2","382,2","441,5",680,"458,02",A,A
2298,190001420410,Arapiraca,17,1,1,0,F,1,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"453,3","546,5","555,7","584,9",660,"560,08",B,B
2299,190001420426,Feira Grande,18,1,1,0,F,1,2,1,0,27018350,Feira Grande,AL,Arapiraca,AL,"455,4","594,1","587,8","697,7",920,651,A,A
2300,190001420439,Maceió,17,1,3,0,M,1,2,1,0,27226930,Maceió,AL,Maceió,AL,"414,3","411,5","501,5","440,5",680,"489,56",B,B
2301,190001420447,Teotônio Vilela,19,1,1,0,M,1,2,1,1,27044211,Teotônio Vilela,AL,Teotônio Vilela,AL,"398,3","395,8","378,2","450,4",600,"444,54",A,B
2302,190001420448,Maceió,16,1,3,0,M,1,2,1,1,27226271,Maceió,AL,Maceió,AL,"370,1",517,497,"474,8",820,"535,78",B,B
2303,190001420449,Maceió,18,1,2,0,F,2,2,1,1,27226271,Maceió,AL,Maceió,AL,"363,7","344,6","425,6","359,4",400,"378,66",A,B
2304,190001420454,Maceió,17,1,4,0,F,1,3,1,0,27220885,Maceió,AL,Maceió,AL,"593,6","562,4","578,7",648,760,"628,54",D,B
2305,190001420460,Barra de Santo Antônio,17,1,3,0,F,1,2,1,1,27039560,Paripueira,AL,São Luís do Quitunde,AL,"442,4","448,2","488,7","507,2",580,"493,3",A,A
2306,190001420467,Rio Largo,19,1,3,0,F,1,2,1,1,27040348,Rio Largo,AL,Rio Largo,AL,"414,4","476,6","513,3","417,1",440,"452,28",A,B
2307,190001420468,Maceió,17,1,3,0,F,1,2,1,0,27034836,Maceió,AL,Maceió,AL,"506,4","563,4","549,6","595,8",720,"587,04",B,B
2308,190001420557,São Brás,17,1,3,0,F,1,2,1,0,27021483,São Brás,AL,Propriá,SE,"379,8","337,9","465,6",443,840,"493,26",A,A
2309,190001420810,Piranhas,17,1,3,0,M,1,2,1,0,27047628,Piranhas,AL,Canindé de São Francisco,SE,"602,7","600,6","597,1","654,5",640,"618,98",B,B
2310,190001421008,Canindé de São Francisco,19,1,2,0,M,1,2,1,1,27047628,Piranhas,AL,Canindé de São Francisco,SE,"494,3","550,7","511,1","383,3",660,"519,88",A,A
2311,190001421173,Porto Real do Colégio,17,1,3,0,F,1,2,1,0,27046311,Porto Real do Colégio,AL,Propriá,SE,"430,9",380,"457,1","547,8",560,"475,16",A,B
2312,190001421228,Canindé de São Francisco,16,1,3,0,F,1,2,1,0,27047628,Piranhas,AL,Canindé de São Francisco,SE,"473,8","561,4","603,3","550,8",840,"605,86",B,B
2313,190001423612,Maceió,17,1,3,0,M,1,3,1,1,27046443,Maceió,AL,Maceió,AL,"491,3","576,7","512,7","581,7",560,"544,48",B,B
2314,190001423613,Arapiraca,17,1,1,0,F,1,3,1,1,27227189,Arapiraca,AL,Arapiraca,AL,515,"562,5","511,1","653,4",840,"616,4",A,B
2315,190001423614,Maceió,18,1,3,0,F,0,2,1,0,27036421,Maceió,AL,Maceió,AL,"444,4","551,9","533,5","451,6",560,"508,28",A,B
2316,190001423628,Junqueiro,19,0,2,0,M,1,2,1,1,27043436,Junqueiro,AL,Teotônio Vilela,AL,"347,8",464,"380,9","543,8",520,"451,3",B,B
2317,190001423632,Maceió,20,1,3,0,F,1,2,1,1,27220044,Maceió,AL,Maceió,AL,"431,4","357,5","414,8","611,3",660,495,B,B
2318,190001423635,Coruripe,17,1,3,0,F,1,2,1,0,27226328,Coruripe,AL,Coruripe,AL,"377,1","482,7","523,4","390,6",520,"458,76",A,B
2319,190001423643,Maceió,17,1,1,0,F,1,3,1,0,27220885,Maceió,AL,Maceió,AL,"530,3","529,7","564,7",702,780,"621,34",D,B
2320,190001423650,Piaçabuçu,18,1,3,0,M,1,2,1,0,27045757,Piaçabuçu,AL,Penedo,AL,458,"504,7","447,2","601,9",680,"538,36",B,B
2321,190001423662,Arapiraca,17,1,1,0,F,1,3,1,0,27224821,Arapiraca,AL,Arapiraca,AL,"539,1","641,7","604,1",639,940,"672,78",B,B
2322,190001423671,Arapiraca,18,1,2,0,M,1,2,1,1,27016510,Arapiraca,AL,Arapiraca,AL,"489,2","520,1","524,9","519,6",460,"502,76",B,B
2323,190001423677,Pariconha,19,1,3,0,F,1,2,1,0,27002950,Pariconha,AL,Água Branca,AL,"464,9","463,1","515,8","492,7",400,"467,3",A,B
2324,190001423684,Palmeira dos Índios,17,1,1,0,F,1,2,1,1,27014029,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"398,1","379,6","491,4","477,3",560,"461,28",A,B
2325,190001423687,Arapiraca,18,1,3,0,F,1,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"359,6","401,9","495,4","423,7",600,"456,12",A,A
2326,190001423698,Maceió,18,1,1,0,M,1,2,1,0,27216608,Maceió,AL,Maceió,AL,"424,1","470,6","503,5","456,2",560,"482,88",A,B
2327,190001423700,Campo Alegre,18,1,3,0,F,1,2,1,1,27041921,Campo Alegre,AL,Campo Alegre,AL,"453,8","433,3","484,8","496,6",640,"501,7",B,B
2328,190001423702,Maceió,17,1,3,0,F,1,2,1,1,27235807,Maceió,AL,Maceió,AL,"440,4","518,9","488,8","479,5",640,"513,52",A,B
2329,190001423703,Penedo,17,0,3,0,F,2,2,1,1,27045552,Penedo,AL,Penedo,AL,"422,3","387,3",393,"408,7",540,"430,26",B,B
2330,190001423705,Igaci,20,1,4,0,M,1,2,1,0,27215830,Palmeira dos Índios,AL,Igaci,AL,"506,2","539,7",553,"602,2",560,"552,22",B,B
2331,190001423706,Arapiraca,18,1,3,0,F,1,2,1,1,27016447,Arapiraca,AL,Arapiraca,AL,"351,1","456,6","428,8","451,2",560,"449,54",B,B
2332,190001423717,Delmiro Gouveia,20,1,1,0,M,1,2,1,0,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"430,3","423,5","420,5","487,3",840,"520,32",B,B
2333,190001423720,Maceió,17,1,1,0,F,1,3,1,0,27218198,Maceió,AL,Maceió,AL,"620,9","623,8","583,3","725,9",920,"694,78",B,B
2334,190001423721,Rio Largo,17,1,2,0,F,1,2,1,1,27040240,Rio Largo,AL,Rio Largo,AL,"473,7","415,3","484,1","419,7",600,"478,56",A,B
2335,190001423726,Ibateguara,17,1,3,0,F,1,2,1,0,27022838,Ibateguara,AL,União dos Palmares,AL,"423,4","502,6","516,2","393,5",620,"491,14",A,A
2336,190001423727,Arapiraca,18,1,3,0,M,1,2,1,1,27215830,Palmeira dos Índios,AL,Arapiraca,AL,"613,3","589,9","551,1","545,2",860,"631,9",A,A
2337,190001423731,Penedo,19,1,3,0,F,1,2,1,1,27047830,Penedo,AL,Penedo,AL,"501,6","582,4","572,8","497,1",560,"542,78",A,B
2338,190001423732,Maceió,17,1,3,0,F,1,2,1,1,27036677,Maceió,AL,Maceió,AL,"454,2",548,"520,6","472,8",720,"543,12",A,A
2339,190001423737,Maceió,18,1,3,0,M,1,2,1,1,27035697,Maceió,AL,Maceió,AL,"503,8","512,9","509,2",438,720,"536,78",A,B
2340,190001423745,Arapiraca,18,1,0,0,M,1,2,1,1,27016528,Arapiraca,AL,Arapiraca,AL,"400,3","422,3","407,9","542,1",460,"446,52",A,A
2341,190001423752,Maceió,19,1,3,0,F,1,2,1,1,27037223,Maceió,AL,Maceió,AL,"444,3","560,7","589,4","467,2",340,"480,32",A,B
2342,190001423756,Arapiraca,18,1,3,0,M,1,2,1,1,27215830,Palmeira dos Índios,AL,Arapiraca,AL,"529,2","440,7","501,2","631,8",600,"540,58",A,A
2343,190001423763,Penedo,17,1,3,0,F,1,2,1,0,27045234,Penedo,AL,Penedo,AL,"496,8","469,2","540,2","499,8",480,"497,2",B,B
2344,190001423766,Rio Largo,18,1,3,0,M,1,2,1,0,27037223,Maceió,AL,Rio Largo,AL,"509,8","527,7","549,6","487,7",780,"570,96",B,B
2345,190001423769,Viçosa,17,1,2,0,F,1,2,1,1,27050580,Viçosa,AL,Viçosa,AL,"511,9","550,2","564,4","559,3",700,"577,16",A,A
2346,190001423771,Maceió,17,1,1,0,M,1,2,1,1,27226271,Maceió,AL,Maceió,AL,"424,4","416,9","408,6","494,6",620,"472,9",B,B
2347,190001423774,Palmeira dos Índios,18,1,3,0,F,1,2,1,1,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"356,3","487,8","525,3","624,3",680,"534,74",B,B
2348,190001423780,São Miguel dos Campos,18,1,2,0,M,1,2,1,0,27219640,Marechal Deodoro,AL,São Miguel dos Campos,AL,"575,4","543,4","539,4","621,5",620,"579,94",B,B
2349,190001423781,Arapiraca,17,1,3,0,F,1,2,1,0,27016579,Arapiraca,AL,Arapiraca,AL,"375,7","448,9","470,9",405,580,"456,1",A,B
2350,190001423792,Santana do Ipanema,17,1,3,0,M,1,2,1,0,27047580,Santana do Ipanema,AL,Santana do Ipanema,AL,"632,8","615,4","617,1","684,5",840,"677,96",B,B
2351,190001423793,Penedo,17,1,4,0,F,1,2,1,1,27045552,Penedo,AL,Penedo,AL,"420,4","507,6",426,"383,2",600,"467,44",A,A
2352,190001423801,Rio Largo,18,1,3,0,F,1,2,1,0,27040348,Rio Largo,AL,Rio Largo,AL,"416,5","480,9","481,1","468,6",660,"501,42",A,A
2353,190001423810,Maceió,18,1,3,0,F,1,2,1,1,27036561,Maceió,AL,Maceió,AL,"532,6","625,6","583,2",503,640,"576,88",A,A
2354,190001423811,Coruripe,18,1,3,0,F,1,2,1,0,27226328,Coruripe,AL,Coruripe,AL,"404,1","495,7","502,7","524,1",560,"497,32",A,A
2355,190001423816,Maceió,17,1,1,0,M,1,3,1,0,27218180,Maceió,AL,Maceió,AL,"559,2","619,7","628,7","774,1",780,"672,34",D,B
2356,190001423821,Mata Grande,17,1,1,0,F,1,2,1,1,27002020,Mata Grande,AL,Delmiro Gouveia,AL,"457,2","492,5","429,1","406,4",600,"477,04",A,A
2357,190001423828,Maceió,17,1,5,0,F,1,2,1,1,27035573,Maceió,AL,Maceió,AL,"532,8","511,2","521,5","493,1",620,"535,72",B,B
2358,190001423832,Maceió,18,1,3,0,M,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"486,5","610,2","567,5","695,5",860,"643,94",B,B
2359,190001423834,Lagoa da Canoa,21,1,3,0,F,1,2,1,0,27019608,Lagoa da Canoa,AL,Arapiraca,AL,"347,3","371,6","418,3","398,8",360,"379,2",A,A
2360,190001423835,Arapiraca,18,1,2,0,F,1,2,1,0,27016480,Arapiraca,AL,Arapiraca,AL,"398,7","447,8","538,5","363,1",0,"349,62",B,B
2361,190001423836,Maceió,18,1,4,0,F,0,2,1,1,27225968,Maceió,AL,Maceió,AL,"412,5","528,9","501,9","504,3",520,"493,52",A,A
2362,190001423839,Arapiraca,18,1,5,0,M,1,2,1,1,27016412,Arapiraca,AL,Arapiraca,AL,"451,4",444,549,"555,6",480,496,A,A
2363,190001423840,Maragogi,19,1,3,0,F,1,2,1,1,27032566,Maragogi,AL,Porto Calvo,AL,"452,7","408,9","422,4","506,7",600,"478,14",A,B
2364,190001423847,Maceió,18,1,3,0,M,1,2,1,0,27036561,Maceió,AL,Maceió,AL,"384,1","407,2",488,"409,8",520,"441,82",A,B
2365,190001423848,Rio Largo,18,1,3,0,F,1,2,1,1,27036987,Maceió,AL,Rio Largo,AL,460,"531,9",505,"465,9",700,"532,56",A,B
2366,190001423849,Maceió,17,1,3,0,F,1,2,1,0,27220044,Maceió,AL,Maceió,AL,"555,7","558,5","470,9","641,4",760,"597,3",B,B
2367,190001423855,Matriz de Camaragibe,19,1,1,0,F,1,2,1,1,27225755,Matriz de Camaragibe,AL,São Luís do Quitunde,AL,"343,3","404,6","419,6","470,8",640,"455,66",A,A
2368,190001423868,Quebrangulo,18,1,3,0,F,1,2,1,1,27226808,Quebrangulo,AL,Palmeira dos Índios,AL,"407,1","368,9","405,5","361,3",600,"428,56",A,B
2369,190001423876,União dos Palmares,17,1,3,0,F,1,2,1,1,27024016,União dos Palmares,AL,União dos Palmares,AL,"452,2","523,4","419,9","533,9",560,"497,88",B,B
2370,190001423877,Maceió,18,1,1,0,M,1,3,1,0,27218244,Maceió,AL,Maceió,AL,"585,7","666,3","703,8","661,6",880,"699,48",D,B
2371,190001423884,Feira Grande,17,1,1,0,F,1,2,1,1,27018350,Feira Grande,AL,Arapiraca,AL,"401,1","499,4","495,9","470,3",480,"469,34",A,B
2372,190001423888,São Miguel dos Campos,18,1,5,0,F,1,2,1,0,27051617,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"479,6","479,4","498,3","474,7",740,"534,4",B,B
2373,190001423894,Maceió,17,1,1,0,M,1,3,1,0,27218244,Maceió,AL,Maceió,AL,"599,4","619,6","623,3","854,4",760,"691,34",B,B
2374,190001423896,Maceió,18,1,3,0,M,1,2,1,0,27220044,Maceió,AL,Maceió,AL,"506,2",526,"512,2","421,3",680,"529,14",A,B
2375,190001423903,Coité do Nóia,17,1,1,0,M,1,2,1,1,27017702,Coité do Nóia,AL,Igaci,AL,"443,6","452,6","450,8","399,4",580,"465,28",B,B
2376,190001423905,Boca da Mata,25,1,1,0,M,1,2,1,1,27041603,Boca da Mata,AL,Boca da Mata,AL,"524,3",452,"427,9","394,9",420,"443,82",B,B
2377,190001423930,Penedo,18,1,3,0,F,1,2,1,1,27045145,Penedo,AL,Penedo,AL,"439,7","393,9","435,3","372,9",580,"444,36",A,B
2378,190001423933,Maceió,18,1,1,0,F,1,3,1,0,27220885,Maceió,AL,Maceió,AL,"607,1","600,1","616,3","622,8",740,"637,26",D,B
2379,190001423943,Maceió,18,1,3,0,F,1,2,1,0,27034836,Maceió,AL,Maceió,AL,"402,6",528,"501,7","460,7",420,"462,6",A,B
2380,190001423961,Campo Alegre,18,1,3,0,M,1,2,1,0,27041921,Campo Alegre,AL,Campo Alegre,AL,459,"449,7","567,7","626,6",560,"532,6",B,B
2381,190001423970,Maceió,19,1,1,0,M,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"630,3","601,3","581,6","637,9",540,"598,22",C,B
2382,190001423973,Marechal Deodoro,18,1,3,0,F,1,2,1,1,27354024,Marechal Deodoro,AL,Marechal Deodoro,AL,"431,5","501,9","492,4",506,640,"514,36",A,B
2383,190001423976,Maceió,17,0,0,0,F,1,3,1,1,27223361,Maceió,AL,Maceió,AL,"511,6","527,7","540,1","657,1",880,"623,3",B,B
2384,190001423980,Maceió,20,1,3,0,M,1,2,1,1,27037223,Maceió,AL,Maceió,AL,"571,6","400,3",537,"484,9",540,"506,76",B,B
2385,190001423984,Maceió,18,1,3,0,M,1,2,1,1,27036553,Maceió,AL,Maceió,AL,"401,9","488,4","486,2","429,6",580,"477,22",A,B
2386,190001423986,Limoeiro de Anadia,18,1,3,0,F,1,2,1,1,27020274,Limoeiro de Anadia,AL,Campo Alegre,AL,"433,6","563,1","517,2","490,3",580,"516,84",A,B
2387,190001423994,Maceió,19,1,1,0,M,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"534,6","559,2","576,9","711,6",600,"596,46",B,B
2388,190001423995,Girau do Ponciano,17,1,4,0,F,1,2,1,1,27226530,Girau do Ponciano,AL,Girau do Ponciano,AL,396,505,"503,9","393,4",460,"451,66",A,B
2389,190001423996,Arapiraca,18,1,3,0,F,1,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"459,2","455,7","523,4","573,2",820,"566,3",A,B
2390,190001423997,Belém,18,1,3,0,M,1,2,1,1,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"464,5","520,7","478,5",553,680,"539,34",A,B
2391,190001424000,União dos Palmares,17,1,3,0,F,1,2,1,1,27022838,Ibateguara,AL,União dos Palmares,AL,"392,9","401,9","495,9","405,2",540,"447,18",A,B
2392,190001424001,Chã Preta,17,1,1,0,F,1,2,1,1,27022277,Chã Preta,AL,Viçosa,AL,"412,6","576,5","559,9","431,8",860,"568,16",A,B
2393,190001424008,Maceió,17,0,1,0,M,1,3,1,0,27215512,Maceió,AL,Maceió,AL,"499,4",529,"541,5","576,6",760,"581,3",B,B
2394,190001424009,Arapiraca,18,1,3,0,M,1,2,1,0,27016528,Arapiraca,AL,Arapiraca,AL,"519,6",589,"588,1","497,5",460,"530,84",B,B
2395,190001424011,Marechal Deodoro,17,1,3,0,M,1,2,1,0,27354024,Marechal Deodoro,AL,Marechal Deodoro,AL,"448,7","471,7","448,4","552,3",580,"500,22",A,B
2396,190001424023,São Sebastião,20,1,4,0,M,1,2,1,1,27020320,São Sebastião,AL,Arapiraca,AL,"530,6","457,4","462,7","425,9",0,"375,32",B,B
2397,190001424025,Maceió,17,1,1,0,F,1,3,1,0,27317030,Maceió,AL,Maceió,AL,"520,6","620,3","652,8","586,8",840,"644,1",C,B
2398,190001424029,Arapiraca,17,1,3,0,F,1,2,1,1,27016510,Arapiraca,AL,Arapiraca,AL,"367,5","370,9",385,474,680,"455,48",A,A
2399,190001424033,Maceió,18,1,3,0,F,1,2,1,1,27036782,Maceió,AL,Maceió,AL,"393,8","380,3","412,6","459,2",340,"397,18",B,B
2400,190001424036,Maceió,17,1,3,0,F,1,2,1,0,27034836,Maceió,AL,Maceió,AL,"504,2","563,1","551,9","477,9",520,"523,42",C,B
2401,190001424048,Junqueiro,18,1,1,0,M,1,2,1,1,27043436,Junqueiro,AL,Teotônio Vilela,AL,"440,8","479,9","407,1","407,5",580,"463,06",A,B
2402,190001424050,Arapiraca,18,1,3,0,M,1,2,1,0,27047636,Arapiraca,AL,Arapiraca,AL,"582,4","654,8","585,9","712,4",940,"695,1",C,B
2403,190001424051,Matriz de Camaragibe,26,1,3,0,F,1,2,1,0,27029654,Matriz de Camaragibe,AL,São Luís do Quitunde,AL,"364,5","477,3","494,5","450,7",500,"457,4",A,B
2404,190001424054,Maceió,18,0,3,0,F,1,2,1,1,27226271,Maceió,AL,Maceió,AL,"385,6","508,1","499,1",557,660,"521,96",A,B
2405,190001424055,Maceió,17,1,3,0,F,1,3,1,0,27215512,Maceió,AL,Maceió,AL,"511,3","508,8","576,1","647,9",920,"632,82",A,B
2406,190001424057,Maceió,18,0,3,0,F,1,2,1,1,27235807,Maceió,AL,Maceió,AL,"433,5",453,"424,3","408,9",560,"455,94",A,B
2407,190001424058,Maceió,18,1,1,0,F,1,3,1,0,27226620,Maceió,AL,Maceió,AL,"562,8",452,"553,7","452,1",660,"536,12",B,B
2408,190001424070,Maceió,18,1,3,0,F,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"346,7","494,1","524,6","372,5",600,"467,58",A,B
2409,190001424075,Delmiro Gouveia,17,1,3,0,F,1,2,1,0,27003515,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"400,5","507,2","505,9",479,540,"486,52",A,B
2410,190001424089,Maceió,20,1,3,0,F,1,2,1,1,27036553,Maceió,AL,Maceió,AL,"409,7","367,5","327,6","408,2",620,"426,6",A,B
